# Real Imaginary
5.2942568726012274e+05 6.0988221838986303e+05
5.2942568726012274e+05 -6.0988221838986303e+05
5.2747571220727009e+05 6.1158215672705113e+05
5.2747571220727009e+05 -6.1158215672705113e+05
7.9019816562597058e+05 1.6688811015388358e+05
7.9019816562597058e+05 -1.6688811015388358e+05
5.2552090262274048e+05 6.1327509418278770e+05
5.2552090262274048e+05 -6.1327509418278770e+05
5.2356136882607674e+05 6.1496126620332140e+05
5.2356136882607674e+05 -6.1496126620332140e+05
5.2159715577000438e+05 6.1664092308569909e+05
5.2159715577000438e+05 -6.1664092308569909e+05
7.9076074067079637e+05 1.6435368086291951e+05
7.9076074067079637e+05 -1.6435368086291951e+05
5.1962827304929419e+05 -6.1831430274103011e+05
5.1962827304929419e+05 6.1831430274103011e+05
5.1765466176281765e+05 6.1998163987654913e+05
5.1765466176281765e+05 -6.1998163987654913e+05
7.9131316340552177e+05 1.6181588002183806e+05
7.9131316340552177e+05 -1.6181588002183806e+05
5.1567623639807210e+05 -6.2164312665673520e+05
5.1567623639807210e+05 6.2164312665673520e+05
5.1369286043759075e+05 -6.2329893532219343e+05
5.1369286043759075e+05 6.2329893532219343e+05
5.1170438642788061e+05 6.2494917765836441e+05
5.1170438642788061e+05 -6.2494917765836441e+05
7.9185549787496519e+05 -1.5927497215824766e+05
7.9185549787496519e+05 1.5927497215824766e+05
5.0971064711899532e+05 6.2659393628571113e+05
5.0971064711899532e+05 -6.2659393628571113e+05
7.9238773228515079e+05 1.5673119882866926e+05
7.9238773228515079e+05 -1.5673119882866926e+05
5.0771148501530552e+05 -6.2823323529263143e+05
5.0771148501530552e+05 6.2823323529263143e+05
5.0570674944222643e+05 -6.2986707609052071e+05
5.0570674944222643e+05 6.2986707609052071e+05
7.9290995031196577e+05 1.5418480110624229e+05
7.9290995031196577e+05 -1.5418480110624229e+05
5.0369631498340896e+05 -6.3149541590241063e+05
5.0369631498340896e+05 6.3149541590241063e+05
7.9342216578842711e+05 1.5163598449406162e+05
7.9342216578842711e+05 -1.5163598449406162e+05
5.0168007593096059e+05 6.3311820701637212e+05
5.0168007593096059e+05 -6.3311820701637212e+05
7.9392447865549347e+05 1.4908497501633735e+05
7.9392447865549347e+05 -1.4908497501633735e+05
4.9965795506760007e+05 -6.3473537098970590e+05
4.9965795506760007e+05 6.3473537098970590e+05
7.9441693187250209e+05 1.4653195446520904e+05
7.9441693187250209e+05 -1.4653195446520904e+05
4.9762990170158737e+05 -6.3634684178001736e+05
4.9762990170158737e+05 6.3634684178001736e+05
7.9489965022393549e+05 -1.4397713019025984e+05
7.9489965022393549e+05 1.4397713019025984e+05
4.9559588880974287e+05 6.3795254108796024e+05
4.9559588880974287e+05 -6.3795254108796024e+05
7.9537270513812907e+05 1.4142066211005324e+05
7.9537270513812907e+05 -1.4142066211005324e+05
4.9355590790198219e+05 6.3955241145152552e+05
4.9355590790198219e+05 -6.3955241145152552e+05
-8.0337905126687733e+05 -8.4957056052570973e+04
-8.0337905126687733e+05 8.4957056052570973e+04
7.9583625218589092e+05 1.3886274200875967e+05
7.9583625218589092e+05 -1.3886274200875967e+05
4.9150996783168241e+05 6.4114639588876360e+05
4.9150996783168241e+05 -6.4114639588876360e+05
7.9629040254929313e+05 -1.3630349658866550e+05
7.9629040254929313e+05 1.3630349658866550e+05
7.9673534014305868e+05 1.3374309551642384e+05
7.9673534014305868e+05 -1.3374309551642384e+05
4.8945808334137546e+05 6.4273445770564280e+05
4.8945808334137546e+05 -6.4273445770564280e+05
7.9717122231421270e+05 1.3118162454680458e+05
7.9717122231421270e+05 -1.3118162454680458e+05
4.8740028494416166e+05 6.4431656128576712e+05
4.8740028494416166e+05 -6.4431656128576712e+05
7.9759826373766735e+05 -1.2861921099478184e+05
7.9759826373766735e+05 1.2861921099478184e+05
7.9801665970327519e+05 1.2605588686931493e+05
7.9801665970327519e+05 -1.2605588686931493e+05
4.8533660815155943e+05 -6.4589269827255572e+05
4.8533660815155943e+05 6.4589269827255572e+05
7.9842664949700213e+05 -1.2349171740705095e+05
7.9842664949700213e+05 1.2349171740705095e+05
7.9882845034821669e+05 1.2092666276733254e+05
7.9882845034821669e+05 -1.2092666276733254e+05
4.8326709180302260e+05 6.4746286461610638e+05
4.8326709180302260e+05 -6.4746286461610638e+05
7.9922230067198584e+05 1.1836071090502424e+05
7.9922230067198584e+05 -1.1836071090502424e+05
4.8119177632838837e+05 6.4902708313751942e+05
4.8119177632838837e+05 -6.4902708313751942e+05
7.9960841246339306e+05 1.1579374180857332e+05
7.9960841246339306e+05 -1.1579374180857332e+05
7.9998698441072856e+05 1.1322566344329587e+05
7.9998698441072856e+05 -1.1322566344329587e+05
4.7911069577579841e+05 -6.5058537602840026e+05
4.7911069577579841e+05 6.5058537602840026e+05
8.0035818615167378e+05 1.1065628947494621e+05
8.0035818615167378e+05 -1.1065628947494621e+05
4.7702389103872259e+05 -6.5213778736420651e+05
4.7702389103872259e+05 6.5213778736420651e+05
8.0072214122587489e+05 -1.0808546864696522e+05
8.0072214122587489e+05 1.0808546864696522e+05
8.0107894278896740e+05 -1.0551298486807439e+05
8.0107894278896740e+05 1.0551298486807439e+05
4.7493139849975635e+05 6.5368436272376135e+05
4.7493139849975635e+05 -6.5368436272376135e+05
8.0142862184160261e+05 -1.0293867253067270e+05
8.0142862184160261e+05 1.0293867253067270e+05
4.7283326361193415e+05 6.5522517597056425e+05
4.7283326361193415e+05 -6.5522517597056425e+05
8.0177118732408399e+05 -1.0036233560586524e+05
8.0177118732408399e+05 1.0036233560586524e+05
4.7072951774488832e+05 -6.5676030480263859e+05
4.7072951774488832e+05 6.5676030480263859e+05
8.0210658477326750e+05 -9.7783840425639282e+04
8.0210658477326750e+05 9.7783840425639282e+04
4.6862020790875162e+05 6.5828985234022839e+05
4.6862020790875162e+05 -6.5828985234022839e+05
8.0243475818125927e+05 -9.5203058645785452e+04
8.0243475818125927e+05 9.5203058645785452e+04
4.6650536264518066e+05 6.5981393299239897e+05
4.6650536264518066e+05 -6.5981393299239897e+05
8.0275560089834454e+05 9.2619915687146422e+04
8.0275560089834454e+05 -9.2619915687146422e+04
4.6438502935239859e+05 -6.6133268776079756e+05
4.6438502935239859e+05 6.6133268776079756e+05
8.0306902186149813e+05 9.0034374010762636e+04
8.0306902186149813e+05 -9.0034374010762636e+04
4.6225923173934477e+05 6.6284627773771691e+05
4.6225923173934477e+05 -6.6284627773771691e+05
8.0337490484140767e+05 -8.7446421960612191e+04
8.0337490484140767e+05 8.7446421960612191e+04
8.0651984441976540e+05 5.1045410927711855e+04
8.0651984441976540e+05 -5.1045410927711855e+04
4.6012800817917782e+05 -6.6435488777882559e+05
4.6012800817917782e+05 6.6435488777882559e+05
8.0367315117250197e+05 8.4856105030357940e+04
8.0367315117250197e+05 -8.4856105030357940e+04
4.5799137389973411e+05 6.6585872198604862e+05
4.5799137389973411e+05 -6.6585872198604862e+05
8.0396367123917106e+05 8.2263456730722799e+04
8.0396367123917106e+05 -8.2263456730722799e+04
8.0424637455681898e+05 7.9668575463399742e+04
8.0424637455681898e+05 -7.9668575463399742e+04
4.5584936720127158e+05 -6.6735800712409150e+05
4.5584936720127158e+05 6.6735800712409150e+05
8.0452122641716385e+05 -7.7071505552600458e+04
8.0452122641716385e+05 7.7071505552600458e+04
4.5370200344138604e+05 -6.6885299227043812e+05
4.5370200344138604e+05 6.6885299227043812e+05
8.0478814712025551e+05 -7.4472354653209695e+04
8.0478814712025551e+05 7.4472354653209695e+04
4.5154933474661550e+05 -6.7034394140720984e+05
4.5154933474661550e+05 6.7034394140720984e+05
8.0504718328332948e+05 -7.1871136674095760e+04
8.0504718328332948e+05 7.1871136674095760e+04
4.4041505159973697e+05 6.7773187852025032e+05
4.4041505159973697e+05 -6.7773187852025032e+05
8.0529826489905105e+05 6.9267910079112757e+04
8.0529826489905105e+05 -6.9267910079112757e+04
4.4939141466014530e+05 6.7183114186231687e+05
4.4939141466014530e+05 -6.7183114186231687e+05
8.0554155065503949e+05 6.6662623547609328e+04
8.0554155065503949e+05 -6.6662623547609328e+04
-5.7651570958421403e+05 5.6655547842145001e+05
-5.7651570958421403e+05 -5.6655547842145001e+05
4.4722824041310244e+05 6.7331498515096446e+05
4.4722824041310244e+05 -6.7331498515096446e+05
8.0577699071538833e+05 -6.4055219979717214e+04
8.0577699071538833e+05 6.4055219979717214e+04
-5.6186724810560502e+05 5.8113952451612684e+05
-5.6186724810560502e+05 -5.8113952451612684e+05
8.0600495554034621e+05 -6.1445542272747662e+04
8.0600495554034621e+05 6.1445542272747662e+04
-3.1485288687582803e+05 -7.4450534345323849e+05
-3.1485288687582803e+05 7.4450534345323849e+05
4.4506017480694380e+05 6.7479350626860547e+05
4.4506017480694380e+05 -6.7479350626860547e+05
8.0622481941407593e+05 5.8833072247828088e+04
8.0622481941407593e+05 -5.8833072247828088e+04
-5.7541556486718624e+05 5.6777414540297247e+05
-5.7541556486718624e+05 -5.6777414540297247e+05
8.0643954539305752e+05 -5.6224320445226440e+04
8.0643954539305752e+05 5.6224320445226440e+04
4.4290508907622285e+05 -6.7628884213556582e+05
4.4290508907622285e+05 6.7628884213556582e+05
3.9779189777857071e+05 -7.0378335225827387e+05
3.9779189777857071e+05 7.0378335225827387e+05
8.0667953914593207e+05 5.3565539713202401e+04
8.0667953914593207e+05 -5.3565539713202401e+04
-5.6002211862670351e+05 5.8307821874324733e+05
-5.6002211862670351e+05 -5.8307821874324733e+05
4.3943522237451933e+05 6.7870019463894563e+05
4.3943522237451933e+05 -6.7870019463894563e+05
-5.6413100131873495e+05 5.7932983026296971e+05
-5.6413100131873495e+05 -5.7932983026296971e+05
-5.5812066070334625e+05 -5.8541028475369106e+05
-5.5812066070334625e+05 5.8541028475369106e+05
-5.2239033195200545e+05 -6.1750484287947323e+05
-5.2239033195200545e+05 6.1750484287947323e+05
-5.6656042197366431e+05 5.7729383220415714e+05
-5.6656042197366431e+05 -5.7729383220415714e+05
-4.7040244643914298e+05 6.5804159591452265e+05
-4.7040244643914298e+05 -6.5804159591452265e+05
-5.7354999259775877e+05 5.7045061639321758e+05
-5.7354999259775877e+05 -5.7045061639321758e+05
-4.9802300623145833e+05 -6.3745952427139319e+05
-4.9802300623145833e+05 6.3745952427139319e+05
-5.6896918703088257e+05 5.7510957793272927e+05
-5.6896918703088257e+05 -5.7510957793272927e+05
-5.7131012260613136e+05 -5.7282973712506297e+05
-5.7131012260613136e+05 5.7282973712506297e+05
-5.5596154254916287e+05 -5.8787103443438094e+05
-5.5596154254916287e+05 5.8787103443438094e+05
8.0764170062983083e+05 4.9094375759847091e+04
8.0764170062983083e+05 -4.9094375759847091e+04
-5.5329492834166065e+05 -5.9048922403946531e+05
-5.5329492834166065e+05 5.9048922403946531e+05
-5.2076923131650669e+05 -6.1939889946959785e+05
-5.2076923131650669e+05 6.1939889946959785e+05
-5.2469030750555103e+05 6.1615326100053359e+05
-5.2469030750555103e+05 -6.1615326100053359e+05
-8.0446308994402038e+05 -8.8801842272881724e+04
-8.0446308994402038e+05 8.8801842272881724e+04
-3.6487203839022940e+05 -7.2249607367253711e+05
-3.6487203839022940e+05 7.2249607367253711e+05
-5.7944726750270615e+05 -5.6514722431974264e+05
-5.7944726750270615e+05 5.6514722431974264e+05
-5.2729888058507035e+05 6.1435370834003761e+05
-5.2729888058507035e+05 -6.1435370834003761e+05
-5.1865765823992924e+05 -6.2171421996862709e+05
-5.1865765823992924e+05 6.2171421996862709e+05
-5.0867673321749095e+05 -6.2990947203520755e+05
-5.0867673321749095e+05 6.2990947203520755e+05
-5.1123292590931652e+05 -6.2800311222901253e+05
-5.1123292590931652e+05 6.2800311222901253e+05
-5.9379826493715704e+05 5.5062332841093105e+05
-5.9379826493715704e+05 -5.5062332841093105e+05
-5.0622714789054461e+05 -6.3208026322974940e+05
-5.0622714789054461e+05 6.3208026322974940e+05
-5.2996516601256724e+05 6.1232778876651300e+05
-5.2996516601256724e+05 -6.1232778876651300e+05
-5.1629071830921044e+05 -6.2392463616327266e+05
-5.1629071830921044e+05 6.2392463616327266e+05
-5.1379888471447071e+05 -6.2602421387569339e+05
-5.1379888471447071e+05 6.2602421387569339e+05
-5.8218355591141852e+05 5.6308055450663692e+05
-5.8218355591141852e+05 -5.6308055450663692e+05
-5.3298438379651774e+05 -6.0996325989697617e+05
-5.3298438379651774e+05 6.0996325989697617e+05
-5.5076061817172985e+05 5.9408686796087900e+05
-5.5076061817172985e+05 -5.9408686796087900e+05
-5.9194091908758518e+05 5.5307268806952133e+05
-5.9194091908758518e+05 -5.5307268806952133e+05
-3.1230231248652167e+05 7.4760295812051313e+05
-3.1230231248652167e+05 -7.4760295812051313e+05
-5.8481797654305422e+05 -5.6079997424499423e+05
-5.8481797654305422e+05 5.6079997424499423e+05
-3.0937524204710935e+05 -7.4894174909782817e+05
-3.0937524204710935e+05 7.4894174909782817e+05
-5.9625654699293477e+05 5.4877266909072199e+05
-5.9625654699293477e+05 -5.4877266909072199e+05
-5.8974891047633137e+05 5.5576765203813626e+05
-5.8974891047633137e+05 -5.5576765203813626e+05
-5.8734999182817887e+05 5.5835297050388169e+05
-5.8734999182817887e+05 -5.5835297050388169e+05
-5.0391975461018633e+05 -6.3467727244853240e+05
-5.0391975461018633e+05 6.3467727244853240e+05
-3.1607933233733661e+05 7.4622607106098940e+05
-3.1607933233733661e+05 -7.4622607106098940e+05
-3.0656761335029703e+05 7.5027286395534081e+05
-3.0656761335029703e+05 -7.5027286395534081e+05
4.3790672497476335e+05 6.8209433923533990e+05
4.3790672497476335e+05 -6.8209433923533990e+05
8.0930019948055607e+05 -4.5678073154023034e+04
8.0930019948055607e+05 4.5678073154023034e+04
-5.3647327123455890e+05 -6.0773989082964545e+05
-5.3647327123455890e+05 6.0773989082964545e+05
-8.0535705143159907e+05 9.2959489703276020e+04
-8.0535705143159907e+05 -9.2959489703276020e+04
-5.4839180937811290e+05 5.9721286625595589e+05
-5.4839180937811290e+05 -5.9721286625595589e+05
-3.0375648168410972e+05 7.5194770933046564e+05
-3.0375648168410972e+05 -7.5194770933046564e+05
-5.0138367409167654e+05 -6.3754728150166036e+05
-5.0138367409167654e+05 6.3754728150166036e+05
-5.3973944816048129e+05 -6.0545527735717979e+05
-5.3973944816048129e+05 6.0545527735717979e+05
-5.9927697100107803e+05 5.4660891338366643e+05
-5.9927697100107803e+05 -5.4660891338366643e+05
-5.4573341316201747e+05 6.0015155648453778e+05
-5.4573341316201747e+05 -6.0015155648453778e+05
-5.4283236048132484e+05 6.0291385410354182e+05
-5.4283236048132484e+05 -6.0291385410354182e+05
-2.3957829953711416e+05 7.7513916969879228e+05
-2.3957829953711416e+05 -7.7513916969879228e+05
-2.7791109334484854e+05 7.6241613356986188e+05
-2.7791109334484854e+05 -7.6241613356986188e+05
-3.0057048404553498e+05 -7.5394871269442909e+05
-3.0057048404553498e+05 7.5394871269442909e+05
-6.0226352286039735e+05 5.4415177336890716e+05
-6.0226352286039735e+05 -5.4415177336890716e+05
-2.7520674994148704e+05 -7.6362389345215389e+05
-2.7520674994148704e+05 7.6362389345215389e+05
-3.2050798617826530e+05 -7.4578807052982401e+05
-3.2050798617826530e+05 7.4578807052982401e+05
-8.0595209408222232e+05 9.7483136944137630e+04
-8.0595209408222232e+05 -9.7483136944137630e+04
8.1084524345429637e+05 4.1849198568163418e+04
8.1084524345429637e+05 -4.1849198568163418e+04
-6.0510773986458941e+05 -5.4149035877882421e+05
-6.0510773986458941e+05 5.4149035877882421e+05
-2.8177371353062673e+05 -7.6164110755489673e+05
-2.8177371353062673e+05 7.6164110755489673e+05
-2.9710824141680438e+05 7.5596227532309026e+05
-2.9710824141680438e+05 -7.5596227532309026e+05
8.1204680479938933e+05 2.1182574290661647e+04
8.1204680479938933e+05 -2.1182574290661647e+04
4.3568482805344305e+05 6.8562755733644182e+05
4.3568482805344305e+05 -6.8562755733644182e+05
-6.0792097961042426e+05 -5.3887686657067982e+05
-6.0792097961042426e+05 5.3887686657067982e+05
-4.9859014386038919e+05 6.4147832253591740e+05
-4.9859014386038919e+05 -6.4147832253591740e+05
-3.3984535987447016e+05 7.3803230038866191e+05
-3.3984535987447016e+05 -7.3803230038866191e+05
-2.8574251591731305e+05 -7.6064395099520171e+05
-2.8574251591731305e+05 7.6064395099520171e+05
-8.0609817007517326e+05 1.0242950111465693e+05
-8.0609817007517326e+05 -1.0242950111465693e+05
-8.0451126100868522e+05 -1.1425908262953673e+05
-8.0451126100868522e+05 1.1425908262953673e+05
-2.9345757483918231e+05 -7.5779405678369862e+05
-2.9345757483918231e+05 7.5779405678369862e+05
-3.2501819799832394e+05 7.4490865477529739e+05
-3.2501819799832394e+05 -7.4490865477529739e+05
-2.8965235081214161e+05 -7.5936580004882009e+05
-2.8965235081214161e+05 7.5936580004882009e+05
-8.0053283344313607e+05 -1.4047573348925301e+05
-8.0053283344313607e+05 1.4047573348925301e+05
-8.0560649242511077e+05 1.0790814164394650e+05
-8.0560649242511077e+05 -1.0790814164394650e+05
-8.0126389173633722e+05 -1.3649190124438028e+05
-8.0126389173633722e+05 1.3649190124438028e+05
-3.4602299937465909e+05 7.3552651396540063e+05
-3.4602299937465909e+05 -7.3552651396540063e+05
-8.0387595701981348e+05 -1.2113652584836705e+05
-8.0387595701981348e+05 1.2113652584836705e+05
8.1218171604862483e+05 -3.7718440290915496e+04
8.1218171604862483e+05 3.7718440290915496e+04
-3.3461178500016860e+05 -7.4104175889861491e+05
-3.3461178500016860e+05 7.4104175889861491e+05
-3.5887142175137339e+05 -7.2969381892055529e+05
-3.5887142175137339e+05 7.2969381892055529e+05
-8.0240331113474583e+05 1.3210597166387920e+05
-8.0240331113474583e+05 -1.3210597166387920e+05
-3.2973419753718976e+05 -7.4338659941265348e+05
-3.2973419753718976e+05 7.4338659941265348e+05
-2.7222930747834250e+05 7.6637529767640075e+05
-2.7222930747834250e+05 -7.6637529767640075e+05
-6.1132263948603289e+05 5.3644091233927174e+05
-6.1132263948603289e+05 -5.3644091233927174e+05
-8.0335758963474259e+05 -1.2705079121394848e+05
-8.0335758963474259e+05 1.2705079121394848e+05
-8.0049051307599805e+05 1.4481034169294155e+05
-8.0049051307599805e+05 -1.4481034169294155e+05
-6.3637748424003692e+05 -5.0698006655890163e+05
-6.3637748424003692e+05 5.0698006655890163e+05
-3.5248964838086860e+05 7.3333469133605761e+05
-3.5248964838086860e+05 -7.3333469133605761e+05
8.1323085387969553e+05 3.3276831539013416e+04
8.1323085387969553e+05 -3.3276831539013416e+04
-4.9590889926624153e+05 -6.4545548307876452e+05
-4.9590889926624153e+05 6.4545548307876452e+05
-4.8099788881719566e+05 -6.5673338864116918e+05
-4.8099788881719566e+05 6.5673338864116918e+05
4.3302647301019053e+05 -6.8932060325029073e+05
4.3302647301019053e+05 6.8932060325029073e+05
-8.0043834700611338e+05 -1.4959774234371461e+05
-8.0043834700611338e+05 1.4959774234371461e+05
8.1394290291177970e+05 -2.8557670466278367e+04
8.1394290291177970e+05 2.8557670466278367e+04
-6.1523598596848338e+05 5.3377015787360608e+05
-6.1523598596848338e+05 -5.3377015787360608e+05
-7.9111576786978787e+05 1.9423053909885787e+05
-7.9111576786978787e+05 -1.9423053909885787e+05
8.1439912311797915e+05 -2.3689555944669824e+04
8.1439912311797915e+05 2.3689555944669824e+04
-2.6848059683089284e+05 7.6934282468563388e+05
-2.6848059683089284e+05 -7.6934282468563388e+05
-8.0006346445954149e+05 -1.5463736435244035e+05
-8.0006346445954149e+05 1.5463736435244035e+05
-4.9242741926859261e+05 -6.4944508424821054e+05
-4.9242741926859261e+05 6.4944508424821054e+05
4.1149360614880314e+05 7.0379166545643064e+05
4.1149360614880314e+05 -7.0379166545643064e+05
-7.9951348069432925e+05 -1.5981118063652475e+05
-7.9951348069432925e+05 1.5981118063652475e+05
-4.8772212250194501e+05 -6.5337087691683276e+05
-4.8772212250194501e+05 6.5337087691683276e+05
-6.1931248693720938e+05 5.3052217109351535e+05
-6.1931248693720938e+05 -5.3052217109351535e+05
4.2974897697521100e+05 6.9315493741278839e+05
4.2974897697521100e+05 -6.9315493741278839e+05
-7.9894888160712807e+05 -1.6521073588913024e+05
-7.9894888160712807e+05 1.6521073588913024e+05
-2.5057834552168724e+05 7.7645677816462051e+05
-2.5057834552168724e+05 -7.7645677816462051e+05
-6.2353198755993741e+05 -5.2651584737277392e+05
-6.2353198755993741e+05 5.2651584737277392e+05
-2.6393881990531902e+05 -7.7224456249855610e+05
-2.6393881990531902e+05 7.7224456249855610e+05
-6.3262143136019621e+05 5.1557822420020989e+05
-6.3262143136019621e+05 -5.1557822420020989e+05
-7.9478906679673656e+05 -1.8586080866940238e+05
-7.9478906679673656e+05 1.8586080866940238e+05
-7.9809220128621999e+05 1.7120014354324579e+05
-7.9809220128621999e+05 -1.7120014354324579e+05
-7.9669681375493249e+05 -1.7809312755868814e+05
-7.9669681375493249e+05 1.7809312755868814e+05
-6.2801685194322921e+05 -5.2163537393102609e+05
-6.2801685194322921e+05 5.2163537393102609e+05
4.2554327413038840e+05 -6.9706625615000213e+05
4.2554327413038840e+05 6.9706625615000213e+05
-2.5820961955184134e+05 -7.7483433967598667e+05
-2.5820961955184134e+05 7.7483433967598667e+05
8.1655760556829057e+05 -1.9803731686439172e+04
8.1655760556829057e+05 1.9803731686439172e+04
4.1984474819349684e+05 7.0083864983465208e+05
4.1984474819349684e+05 -7.0083864983465208e+05
8.2029633413958887e+05 -1.6541962919486781e+04
8.2029633413958887e+05 1.6541962919486781e+04
8.2541409047084115e+05 -1.2293286012344661e+04
8.2541409047084115e+05 1.2293286012344661e+04
